Rk,Player,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Team
1.0,Nate Johnson,G,35,34,30.2,4.8,11.0,0.439,1.1,3.5,0.301,3.8,7.5,0.504,0.487,3.3,4.1,0.803,1.0,3.9,4.9,3.4,1.7,0.5,1.8,2.1,14.0,,Akron
2.0,Tavari Johnson,G,35,35,24.7,4.9,10.8,0.459,1.6,4.2,0.39,3.3,6.6,0.502,0.534,1.5,1.6,0.912,0.1,1.8,1.9,3.8,0.8,0.3,2.1,1.7,13.0,,Akron
3.0,Isaiah Gray,G,35,35,24.3,3.5,7.0,0.504,0.9,2.4,0.365,2.7,4.6,0.578,0.567,1.6,2.1,0.77,1.2,3.4,4.6,2.4,1.1,0.1,1.8,2.0,9.6,,Akron
4.0,Shammah Scott,G,34,1,24.4,3.2,7.1,0.45,1.4,3.8,0.375,1.8,3.4,0.535,0.55,1.6,2.0,0.783,0.7,2.8,3.5,2.7,0.8,0.4,1.0,1.3,9.4,,Akron
5.0,Josiah Harris,F,6,6,23.5,2.2,7.8,0.277,1.8,5.5,0.333,0.3,2.3,0.143,0.394,2.5,3.0,0.833,1.3,3.8,5.2,2.0,0.8,0.7,0.2,1.3,8.7,,Akron
6.0,Amani Lyles,F,34,7,18.1,3.1,5.4,0.568,0.6,1.9,0.317,2.5,3.5,0.7,0.623,0.9,1.5,0.62,2.0,3.3,5.2,1.5,0.6,1.2,1.2,2.4,7.6,,Akron
7.0,Sharron Young,G,35,0,16.0,2.6,5.7,0.46,1.3,3.2,0.398,1.3,2.5,0.54,0.573,0.9,1.1,0.816,0.5,1.3,1.9,1.7,1.0,0.0,1.2,2.0,7.4,,Akron
8.0,James Okonkwo,F,35,28,18.1,2.5,4.1,0.593,0.0,0.0,,2.5,4.1,0.593,0.593,2.0,2.9,0.67,2.7,4.5,7.2,0.5,0.5,1.0,1.2,2.8,6.9,,Akron
9.0,Bowen Hardman,G,35,3,15.4,2.2,5.1,0.433,1.9,4.7,0.398,0.3,0.4,0.857,0.617,0.3,0.5,0.625,0.0,1.0,1.0,0.1,0.2,0.1,0.2,0.7,6.6,,Akron
10.0,Seth Wilson,G,34,22,18.7,2.2,5.6,0.4,1.6,4.7,0.35,0.6,0.9,0.667,0.547,0.1,0.2,0.833,0.6,1.3,1.9,1.1,0.6,0.0,0.5,1.4,6.3,,Akron
11.0,Evan Wilson,G,10,1,3.7,0.7,2.3,0.304,0.5,2.1,0.238,0.2,0.2,1.0,0.413,0.3,0.4,0.75,0.0,0.2,0.2,0.0,0.1,0.0,0.1,0.1,2.2,,Akron
12.0,Marvin Musiime-Kamali,F,32,3,8.2,0.9,1.3,0.69,0.0,0.0,,0.9,1.3,0.69,0.69,0.1,0.4,0.308,1.0,1.5,2.5,0.4,0.1,0.1,0.4,1.7,1.9,,Akron
,Team Totals,,35,35,200.7,30.3,64.6,0.469,10.7,29.7,0.362,19.5,34.9,0.56,0.552,12.7,16.9,0.754,11.8,26.7,38.5,17.7,7.6,3.7,11.8,17.8,84.0,,Akron
1.0,Mark Sears,G,37,37,32.3,5.4,13.4,0.403,2.4,7.1,0.345,3.0,6.4,0.468,0.494,5.4,6.4,0.844,0.4,2.5,2.9,5.1,0.9,0.1,2.7,1.5,18.6,"AA-1,AP-AA-1,NABC-AA-1,SN-AA-1,USBWA-AA-1,W-AA-1",Alabama
2.0,Grant Nelson,F,37,34,25.4,4.2,8.0,0.522,0.6,2.5,0.258,3.5,5.5,0.644,0.563,2.5,3.7,0.667,1.7,5.9,7.6,1.6,0.5,1.2,1.8,2.6,11.5,,Alabama
3.0,Latrell Wrightsell Jr.,G,8,5,25.8,3.5,7.0,0.5,2.4,5.6,0.422,1.1,1.4,0.818,0.67,2.1,2.5,0.85,0.5,1.3,1.8,2.0,0.5,0.1,1.3,1.6,11.5,,Alabama
4.0,Aden Holloway,G,37,0,21.1,3.9,8.4,0.465,2.4,5.7,0.412,1.6,2.7,0.574,0.604,1.2,1.6,0.776,0.2,1.7,1.9,1.9,0.6,0.0,1.2,1.7,11.4,,Alabama
5.0,Labaron Philon,G,37,29,24.7,3.8,8.5,0.452,1.1,3.4,0.315,2.8,5.1,0.542,0.514,1.9,2.4,0.767,0.9,2.4,3.3,3.8,1.4,0.3,1.7,1.7,10.6,,Alabama
6.0,Chris Youngblood,G,28,18,25.3,3.4,7.7,0.447,2.1,5.4,0.388,1.3,2.3,0.587,0.584,1.3,1.6,0.804,0.9,1.4,2.3,0.9,0.7,0.3,1.1,2.2,10.3,,Alabama
7.0,Clifford Omoruyi,C,37,37,19.2,3.1,4.2,0.734,0.0,0.0,0.0,3.1,4.1,0.739,0.734,1.8,2.5,0.725,1.9,4.6,6.5,0.9,0.4,1.1,0.8,2.6,7.9,,Alabama
8.0,Mouhamed Dioubate,F,37,0,16.0,2.7,4.4,0.617,0.3,0.7,0.462,2.4,3.7,0.647,0.654,1.5,2.5,0.609,1.9,4.0,5.9,1.1,0.9,0.7,1.1,2.4,7.2,,Alabama
9.0,Derrion Reid,F,24,3,14.0,2.1,4.6,0.45,0.4,1.6,0.263,1.7,3.0,0.548,0.495,1.4,2.4,0.579,0.9,1.9,2.8,0.7,0.3,0.2,0.8,1.2,6.0,,Alabama
10.0,Jarin Stevenson,F,37,22,18.7,1.8,4.2,0.429,0.8,2.7,0.307,0.9,1.4,0.66,0.529,1.0,1.7,0.597,1.0,2.4,3.4,0.8,0.5,0.6,0.8,2.2,5.4,,Alabama
11.0,Aiden Sherrell,F,36,0,8.8,1.3,2.4,0.511,0.4,1.2,0.333,0.9,1.3,0.674,0.591,0.5,1.1,0.463,1.1,1.8,2.8,0.4,0.2,0.2,0.4,1.3,3.4,,Alabama
12.0,Houston Mallette,G,6,0,7.8,1.2,2.0,0.583,0.8,1.7,0.5,0.3,0.3,1.0,0.792,0.0,0.0,,1.0,1.2,2.2,0.2,0.5,0.0,0.0,0.7,3.2,,Alabama
13.0,Max Scharnowski,F,10,0,1.6,0.1,0.2,0.5,0.0,0.0,,0.1,0.2,0.5,0.5,0.0,0.0,,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.2,,Alabama
,Team Totals,,37,37,201.4,31.0,64.1,0.484,10.5,29.8,0.353,20.5,34.2,0.597,0.566,18.1,25.2,0.72,12.4,29.9,42.4,17.2,6.2,4.5,12.7,18.9,90.7,,Alabama
1.0,Amarr Knox,G,36,36,28.7,5.2,12.9,0.401,1.1,3.5,0.307,4.1,9.4,0.437,0.443,3.0,4.0,0.755,0.6,1.4,2.0,2.3,1.7,0.0,1.4,1.5,14.5,,Alabama State
2.0,CJ Hines,G,35,35,29.4,5.1,12.3,0.418,2.0,5.4,0.378,3.1,6.9,0.449,0.5,1.8,2.5,0.719,0.8,2.2,3.0,2.4,1.1,0.1,1.3,2.4,14.1,,Alabama State
3.0,TJ Madlock,G,34,33,29.9,4.1,9.7,0.424,0.6,2.1,0.292,3.5,7.6,0.461,0.456,3.7,5.3,0.698,1.3,5.7,7.1,2.5,1.1,0.3,1.5,2.0,12.5,,Alabama State
4.0,Micah Simpson,G,36,1,17.2,2.2,6.2,0.351,1.4,4.3,0.329,0.8,1.9,0.403,0.466,0.8,1.0,0.811,0.2,1.4,1.6,1.2,0.7,0.1,0.8,1.3,6.6,,Alabama State
5.0,Jasteven Walker,F,36,18,18.8,2.1,5.0,0.413,0.6,2.1,0.276,1.5,2.9,0.515,0.472,0.6,1.0,0.611,1.5,1.9,3.5,0.4,0.4,0.8,0.4,2.4,5.3,,Alabama State
6.0,Micah Octave,G,29,27,25.2,2.0,5.4,0.363,0.8,3.2,0.255,1.1,2.2,0.524,0.439,0.4,1.0,0.379,1.8,3.6,5.3,0.7,1.5,0.3,0.6,2.8,5.1,,Alabama State
7.0,D'Ante Bass,F,36,5,13.5,1.6,4.0,0.403,0.8,2.4,0.318,0.8,1.6,0.536,0.5,0.6,0.9,0.636,1.1,2.2,3.3,0.4,0.6,0.4,0.6,1.8,4.6,,Alabama State
8.0,Tyler Mack,G,31,4,13.7,1.6,4.1,0.386,1.4,3.7,0.377,0.2,0.4,0.462,0.555,0.1,0.1,0.667,0.2,1.4,1.6,0.4,0.3,0.1,0.3,0.9,4.6,,Alabama State
9.0,Jalen Keago,G,19,0,11.8,1.2,2.8,0.407,0.5,1.7,0.303,0.6,1.1,0.571,0.5,1.3,1.8,0.735,0.7,1.1,1.8,0.3,0.2,0.1,0.7,1.6,4.2,,Alabama State
10.0,Shawn Fulcher,G,32,0,10.4,1.5,3.5,0.441,0.3,0.9,0.367,1.2,2.5,0.469,0.491,0.8,1.1,0.686,0.2,0.8,1.0,1.3,0.6,0.0,0.8,0.5,4.2,,Alabama State
11.0,Jordon Marshall,G,4,0,1.8,0.8,1.0,0.75,0.3,0.3,1.0,0.5,0.8,0.667,0.875,0.8,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.3,2.5,,Alabama State
12.0,Ubong Okon,C,35,21,14.3,0.8,1.5,0.509,0.0,0.0,,0.8,1.5,0.509,0.509,0.4,0.9,0.424,1.6,2.2,3.8,0.1,0.3,0.6,0.8,2.5,1.9,,Alabama State
13.0,Mario Andrews,C,9,0,15.4,0.3,1.3,0.25,0.0,0.0,,0.3,1.3,0.25,0.25,0.8,1.2,0.636,1.6,2.8,4.3,0.6,0.3,0.6,0.4,1.8,1.4,,Alabama State
,Team Totals,,36,36,200.7,25.8,63.6,0.405,8.9,27.2,0.327,16.9,36.4,0.463,0.475,12.7,18.5,0.686,11.6,24.6,36.2,11.6,7.9,2.8,9.1,18.4,73.1,,Alabama State
1.0,Caleb Love,G,37,37,34.1,5.8,14.5,0.398,2.6,7.8,0.34,3.1,6.8,0.464,0.489,3.0,3.4,0.889,0.4,4.1,4.4,3.4,1.2,0.3,1.9,1.2,17.2,,Arizona
2.0,Jaden Bradley,G,37,37,34.1,4.3,9.1,0.467,0.7,2.1,0.321,3.6,7.0,0.512,0.504,2.8,3.4,0.827,0.6,2.8,3.4,3.7,1.8,0.1,1.9,2.1,12.1,,Arizona
3.0,KJ Lewis,G,37,6,25.8,3.6,8.4,0.429,0.4,1.9,0.188,3.2,6.5,0.498,0.45,3.3,4.1,0.807,1.3,3.3,4.6,2.9,1.3,0.8,2.0,2.6,10.8,,Arizona
4.0,Henri Veesaar,F,37,5,20.8,3.5,5.9,0.592,0.4,1.3,0.327,3.1,4.6,0.669,0.628,1.9,2.8,0.686,2.2,2.8,5.0,1.3,0.7,1.1,1.1,2.7,9.4,,Arizona
5.0,Trey Townsend,F,35,30,21.0,3.1,6.3,0.495,0.5,1.4,0.333,2.7,4.9,0.541,0.532,1.5,1.9,0.794,1.6,2.4,3.9,1.0,0.3,0.2,1.1,1.2,8.2,,Arizona
6.0,Tobe Awaka,F,37,36,19.5,3.2,4.9,0.646,0.1,0.1,0.4,3.1,4.8,0.653,0.652,1.6,2.4,0.667,2.9,4.9,7.8,0.7,0.4,0.6,0.8,2.9,8.0,,Arizona
7.0,Motiejus Krivas,C,8,1,15.6,2.6,4.8,0.553,0.0,0.0,,2.6,4.8,0.553,0.553,2.6,3.8,0.7,1.9,2.6,4.5,1.1,0.4,0.8,0.8,2.0,7.9,,Arizona
8.0,Anthony Dell'Orso,G,37,28,18.2,2.4,5.4,0.45,1.4,3.3,0.413,1.1,2.1,0.506,0.575,1.0,1.1,0.902,0.4,0.9,1.4,1.4,0.5,0.1,0.7,0.9,7.2,,Arizona
9.0,Carter Bryant,G,37,5,19.3,2.2,4.8,0.46,1.1,2.8,0.371,1.1,1.9,0.592,0.571,1.1,1.6,0.695,0.9,3.2,4.1,1.0,0.9,1.0,1.0,2.3,6.5,,Arizona
10.0,Conrad Martinez,G,22,0,5.0,0.5,0.8,0.667,0.2,0.5,0.5,0.3,0.4,0.875,0.806,0.3,0.4,0.875,0.0,0.3,0.3,1.0,0.3,0.0,0.3,0.5,1.6,,Arizona
11.0,Emmanuel Stephen,F,8,0,3.0,0.6,0.6,1.0,0.0,0.0,,0.6,0.6,1.0,1.0,0.0,0.4,0.0,0.1,1.1,1.3,0.1,0.3,0.1,0.3,0.5,1.3,,Arizona
12.0,Sven Djopmo,G,2,0,1.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,1.0,,Arizona
13.0,Grant Weitman,G,12,0,1.8,0.3,0.5,0.667,0.2,0.3,0.667,0.2,0.3,0.667,0.833,0.0,0.0,,0.1,0.5,0.6,0.0,0.2,0.1,0.1,0.1,0.8,,Arizona
14.0,Addison Arnold,G,11,0,1.4,0.1,0.4,0.25,0.0,0.1,0.0,0.1,0.3,0.333,0.25,0.1,0.2,0.5,0.2,0.1,0.3,0.0,0.1,0.0,0.2,0.4,0.3,,Arizona
15.0,Liam Lloyd,G,14,0,2.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.2,0.3,0.75,0.1,0.3,0.4,0.1,0.1,0.0,0.0,0.2,0.2,,Arizona
16.0,Will Menaugh,F,11,0,1.1,0.1,0.2,0.5,0.0,0.0,,0.1,0.2,0.5,0.5,0.0,0.0,,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.2,,Arizona
17.0,Jackson Cook,G,2,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,Arizona
18.0,Jackson Francois,G,2,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,,Arizona
19.0,Luke Champion,F,9,0,1.6,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,Arizona
20.0,Will Kuykendall,G,3,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,,Arizona
,Team Totals,,37,37,201.4,29.1,61.3,0.474,7.2,21.3,0.338,21.9,40.0,0.547,0.533,17.1,22.0,0.78,12.3,27.4,39.7,16.2,7.5,4.4,11.4,16.9,82.5,,Arizona
1.0,Adou Thiero,G,27,26,27.5,5.1,9.4,0.545,0.4,1.6,0.256,4.7,7.8,0.605,0.567,4.4,6.5,0.686,1.8,4.0,5.8,1.9,1.6,0.7,1.7,2.6,15.1,,Arkansas
2.0,Boogie Fland,G,21,18,31.8,4.6,12.0,0.379,1.7,5.0,0.34,2.9,7.0,0.408,0.451,2.6,3.1,0.833,0.5,2.8,3.2,5.1,1.5,0.0,1.4,1.8,13.5,,Arkansas
3.0,Johnell Davis,G,34,29,31.7,3.9,10.0,0.39,1.7,5.1,0.328,2.2,4.9,0.455,0.474,2.5,2.9,0.866,0.7,2.7,3.4,1.6,1.4,0.2,1.5,2.2,12.0,,Arkansas
4.0,D.J. Wagner,G,36,36,34.5,4.1,10.2,0.401,1.1,3.8,0.304,2.9,6.4,0.457,0.456,1.9,2.3,0.817,0.3,2.4,2.7,3.6,1.0,0.1,2.2,1.4,11.2,,Arkansas
5.0,Zvonimir Ivisic,F,35,19,19.1,3.0,6.3,0.473,1.3,3.6,0.376,1.7,2.8,0.598,0.579,1.2,1.7,0.724,0.8,3.5,4.3,0.8,0.7,1.9,1.4,2.0,8.5,,Arkansas
6.0,Karter Knox,F,36,24,24.0,2.7,5.8,0.462,1.0,2.8,0.35,1.7,3.0,0.565,0.546,2.0,2.5,0.802,0.7,2.6,3.3,1.0,0.6,0.5,1.1,1.9,8.3,,Arkansas
7.0,Jonas Aidoo,F,33,15,18.9,2.7,4.8,0.57,0.0,0.2,0.0,2.7,4.6,0.596,0.57,1.4,2.3,0.618,1.6,3.4,5.0,0.8,0.7,1.1,0.9,1.9,6.9,,Arkansas
8.0,Trevon Brazile,F,34,13,20.9,2.6,4.4,0.6,0.7,1.9,0.364,1.9,2.5,0.786,0.68,0.8,1.5,0.529,1.5,3.9,5.4,0.7,0.8,1.1,1.0,2.2,6.8,,Arkansas
9.0,Billy Richmond III,F,36,0,17.5,2.3,4.3,0.523,0.1,0.4,0.125,2.2,3.9,0.568,0.529,1.1,1.6,0.732,1.0,2.0,3.0,1.4,0.5,0.4,1.3,2.0,5.7,,Arkansas
10.0,Casmir Chavis,G,1,0,6.0,1.0,3.0,0.333,0.0,0.0,,1.0,3.0,0.333,0.333,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,,Arkansas
11.0,Ayden Kelley,G,2,0,2.0,0.5,1.5,0.333,0.0,0.5,0.0,0.5,1.0,0.5,0.333,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,Arkansas
12.0,Jaden Karuletwa,G,4,0,1.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,,Arkansas
13.0,Kareem Watkins,G,3,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,,Arkansas
14.0,Melo Sanchez,G,2,0,1.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Arkansas
,Team Totals,,36,36,201.4,27.2,58.8,0.462,7.0,21.5,0.327,20.1,37.3,0.541,0.522,15.4,20.9,0.739,9.5,26.1,35.6,14.2,7.5,5.6,11.5,16.2,76.8,,Arkansas
1.0,Johni Broome,F,36,35,30.2,7.3,14.3,0.51,0.7,2.5,0.278,6.6,11.8,0.559,0.534,3.3,5.6,0.587,3.7,7.1,10.8,2.9,0.9,2.1,1.6,2.1,18.6,"AA-1,AP-AA-1,NABC-AA-1,SN-AA-1,USBWA-AA-1,W-AA-1",Auburn
2.0,Chad Baker-Mazara,G,38,34,25.6,3.8,8.5,0.448,1.6,4.1,0.381,2.3,4.4,0.509,0.539,3.1,3.5,0.888,0.5,2.5,3.0,2.7,1.2,0.6,1.4,2.7,12.3,,Auburn
3.0,Tahaad Pettiford,G,38,1,22.9,3.8,9.1,0.421,1.8,5.0,0.366,2.0,4.1,0.487,0.522,2.1,2.6,0.804,0.2,2.0,2.2,3.0,0.9,0.2,1.6,2.4,11.6,,Auburn
4.0,Miles Kelly,G,38,36,28.2,3.7,9.1,0.406,2.3,6.1,0.378,1.4,3.0,0.465,0.533,1.6,1.7,0.909,0.3,3.3,3.7,1.1,1.0,0.4,0.9,2.2,11.3,,Auburn
5.0,Denver Jones,G,37,37,28.1,3.3,7.5,0.442,1.8,4.3,0.411,1.5,3.2,0.483,0.56,2.6,2.9,0.896,0.4,1.6,2.0,2.6,0.6,0.2,1.4,1.5,10.9,,Auburn
6.0,Chaney Johnson,G,38,3,23.5,3.7,6.5,0.567,0.4,1.3,0.294,3.3,5.2,0.638,0.597,1.3,1.9,0.704,1.6,3.3,4.9,1.3,0.7,0.9,1.1,2.8,9.1,,Auburn
7.0,Dylan Cardwell,C,38,38,20.3,2.2,3.2,0.7,0.0,0.1,0.5,2.2,3.1,0.703,0.704,0.6,1.8,0.324,2.5,2.6,5.1,1.6,0.8,1.4,0.6,2.6,5.0,,Auburn
8.0,Jahki Howard,F,21,0,9.1,1.4,2.7,0.536,0.4,1.0,0.409,1.0,1.6,0.618,0.616,1.0,1.4,0.667,0.4,0.8,1.1,0.1,0.3,0.2,0.3,0.9,4.2,,Auburn
9.0,Ja'Heim Hudson,F,27,0,6.0,0.6,1.4,0.436,0.1,0.5,0.154,0.6,1.0,0.577,0.462,0.1,0.1,0.75,0.7,0.3,1.0,0.4,0.2,0.1,0.1,0.9,1.4,,Auburn
10.0,JP Pegues,G,15,2,9.4,0.4,1.9,0.214,0.3,1.5,0.217,0.1,0.3,0.2,0.304,0.3,0.3,0.8,0.3,0.9,1.2,0.9,0.3,0.0,0.2,0.2,1.4,,Auburn
11.0,Chris Moore,F,37,4,10.0,0.4,0.9,0.441,0.1,0.4,0.188,0.3,0.5,0.667,0.485,0.2,0.2,0.667,0.5,1.0,1.5,0.4,0.2,0.1,0.3,1.2,1.1,,Auburn
12.0,Blake Muschalek,G,13,0,2.0,0.2,0.2,1.0,0.0,0.0,,0.2,0.2,1.0,1.0,0.2,0.3,0.75,0.1,0.1,0.2,0.2,0.1,0.0,0.2,0.2,0.7,,Auburn
13.0,Presley Patterson,G,11,0,1.3,0.3,0.5,0.6,0.1,0.2,0.5,0.2,0.3,0.667,0.7,0.0,0.0,,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.0,0.6,,Auburn
14.0,CJ Williams,G,8,0,1.3,0.1,0.3,0.5,0.0,0.0,,0.1,0.3,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,,Auburn
15.0,Reed Trapp,G,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Auburn
,Team Totals,,38,38,200.7,29.4,61.7,0.476,9.0,25.2,0.359,20.3,36.5,0.557,0.549,15.2,20.9,0.727,11.8,25.6,37.4,16.1,6.9,5.9,9.4,18.5,83.0,,Auburn
1.0,Richie Saunders,G,35,35,29.5,5.8,11.1,0.518,2.3,5.2,0.432,3.5,5.9,0.594,0.619,2.7,3.3,0.835,1.4,3.1,4.5,1.6,1.2,0.4,1.3,1.9,16.5,,BYU
2.0,Egor Demin,G,33,33,27.5,3.8,9.3,0.412,1.3,4.7,0.273,2.5,4.6,0.553,0.48,1.7,2.5,0.695,0.3,3.6,3.9,5.5,1.2,0.4,2.9,1.2,10.6,,BYU
3.0,Trevin Knell,G,36,29,20.3,3.0,6.3,0.473,2.1,4.9,0.429,0.9,1.4,0.627,0.639,1.1,1.6,0.732,0.4,1.9,2.4,1.3,0.9,0.1,0.8,1.9,9.2,,BYU
4.0,Fousseyni Traore,F,36,1,17.3,3.4,5.4,0.628,0.0,0.1,0.25,3.4,5.3,0.635,0.63,1.8,2.2,0.823,1.9,3.5,5.4,1.3,0.3,0.4,1.3,1.4,8.7,,BYU
5.0,Dawson Baker,G,36,0,16.7,2.7,5.9,0.453,1.1,3.0,0.38,1.5,2.9,0.529,0.55,1.0,1.3,0.783,0.3,1.7,2.0,1.4,0.4,0.0,0.9,1.4,7.5,,BYU
6.0,Keba Keita,C,35,35,21.0,3.3,4.9,0.673,0.0,0.0,,3.3,4.9,0.673,0.673,0.9,2.1,0.411,2.9,5.0,7.9,0.7,0.7,1.2,0.8,2.3,7.4,,BYU
7.0,Kanon Catchings,F,31,15,17.4,2.5,6.0,0.411,1.4,4.0,0.35,1.1,2.0,0.532,0.527,0.9,1.5,0.587,0.6,1.5,2.2,0.7,0.6,0.4,0.8,1.2,7.2,,BYU
8.0,Dallin Hall,G,32,10,24.6,2.1,5.3,0.402,1.1,3.2,0.353,1.0,2.1,0.478,0.509,1.4,2.1,0.672,0.6,1.6,2.2,4.2,0.7,0.1,1.6,1.8,6.8,,BYU
9.0,Mawot Mag,F,34,22,19.3,2.0,4.1,0.486,0.9,2.1,0.397,1.1,1.9,0.585,0.591,1.1,1.4,0.75,0.7,1.4,2.1,0.7,0.7,0.2,0.7,1.6,5.9,,BYU
10.0,Mihailo Boskovic,F,30,0,11.1,1.2,3.1,0.38,0.5,1.9,0.268,0.7,1.2,0.556,0.462,0.7,0.9,0.815,0.3,1.4,1.7,0.4,0.3,0.1,0.6,1.0,3.6,,BYU
11.0,Trey Stewart,G,29,0,7.6,0.5,1.4,0.366,0.4,1.1,0.364,0.1,0.3,0.375,0.512,0.2,0.3,0.75,0.1,0.2,0.3,0.4,0.4,0.1,0.2,1.1,1.7,,BYU
12.0,Elijah Crawford,G,21,0,5.2,0.4,1.2,0.346,0.1,0.4,0.222,0.3,0.8,0.412,0.385,0.2,0.3,0.714,0.2,0.4,0.6,0.7,0.3,0.0,0.3,0.7,1.2,,BYU
13.0,Jared McGregor,G,4,0,1.5,0.3,1.0,0.25,0.3,1.0,0.25,0.0,0.0,,0.375,0.3,0.5,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0,,BYU
14.0,Brody Kozlowski,F,9,0,3.3,0.2,0.4,0.5,0.2,0.4,0.5,0.0,0.0,,0.75,0.2,0.2,1.0,0.0,0.4,0.4,0.0,0.1,0.0,0.1,0.1,0.9,,BYU
15.0,Max Triplett,F,8,0,1.6,0.0,0.1,0.0,0.0,0.0,,0.0,0.1,0.0,0.0,0.0,0.0,,0.4,0.5,0.9,0.1,0.0,0.1,0.0,0.1,0.0,,BYU
16.0,Townsend Tripple,F,5,0,1.6,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.2,0.2,0.4,0.0,0.0,0.2,0.2,0.2,0.0,,BYU
,Team Totals,,36,36,203.5,28.9,60.0,0.482,10.5,28.6,0.368,18.4,31.5,0.586,0.57,13.0,18.3,0.713,11.3,26.3,37.6,17.3,7.1,3.1,12.1,16.3,81.4,,BYU
1.0,Norchad Omier,F,35,35,31.7,5.8,10.5,0.556,0.6,2.0,0.29,5.3,8.5,0.617,0.583,3.5,4.7,0.75,4.1,6.7,10.8,1.5,1.2,0.9,2.4,3.5,15.7,,Baylor
2.0,V.J. Edgecombe,G,33,33,32.7,5.0,11.5,0.436,1.6,4.6,0.34,3.5,6.9,0.5,0.504,3.4,4.3,0.782,2.0,3.6,5.6,3.2,2.1,0.6,1.9,2.5,15.0,,Baylor
3.0,Robert Wright III,G,35,21,29.4,4.1,10.0,0.414,0.9,2.5,0.352,3.3,7.5,0.435,0.459,2.3,2.9,0.796,0.5,1.6,2.1,4.2,1.0,0.1,2.1,1.5,11.5,,Baylor
4.0,Jeremy Roach,G,29,18,28.5,3.7,9.8,0.379,1.4,4.1,0.333,2.3,5.7,0.412,0.449,1.2,1.7,0.694,0.3,1.6,1.9,2.6,0.9,0.1,1.3,1.8,10.0,,Baylor
5.0,Langston Love,G,20,12,26.4,2.9,7.5,0.389,1.4,4.3,0.326,1.5,3.2,0.476,0.483,1.7,1.9,0.892,1.1,1.8,2.8,1.2,0.7,0.2,1.1,1.9,8.9,,Baylor
6.0,Jayden Nunn,G,34,22,28.1,3.0,7.4,0.405,1.9,4.6,0.413,1.1,2.9,0.392,0.532,0.7,1.2,0.625,0.6,2.0,2.6,1.6,0.9,0.2,0.7,1.8,8.6,,Baylor
7.0,Josh Ojianwuna,F,23,23,24.7,2.8,3.7,0.774,0.0,0.0,0.0,2.8,3.6,0.783,0.774,1.7,2.7,0.645,2.7,3.8,6.4,0.6,0.9,0.8,0.8,2.6,7.4,,Baylor
8.0,Jalen Celestine,G,31,11,25.0,2.4,6.2,0.38,1.6,4.6,0.354,0.7,1.5,0.458,0.513,0.7,0.9,0.786,1.1,2.5,3.5,0.8,0.6,0.2,0.6,2.1,7.1,,Baylor
9.0,Jason Asemota,F,24,0,6.3,0.6,1.8,0.326,0.3,1.0,0.25,0.3,0.8,0.421,0.395,0.2,0.3,0.5,0.5,1.0,1.5,0.2,0.3,0.2,0.1,1.0,1.6,,Baylor
10.0,Omar Adegbola,G,11,0,2.1,0.5,0.9,0.5,0.1,0.3,0.333,0.4,0.6,0.571,0.55,0.1,0.1,1.0,0.3,0.1,0.4,0.1,0.0,0.0,0.1,0.1,1.1,,Baylor
