Rk,Player,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Team
13.0,Brandon Klatsky,G,6,0,1.5,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,,Georgia
,Team Totals,,33,33,200.0,26.1,56.7,0.46,6.9,21.0,0.329,19.2,35.7,0.537,0.521,16.3,22.7,0.717,11.8,24.6,36.5,12.5,7.8,5.1,12.9,16.6,75.3,,Georgia
1.0,Graham Ike,F,35,33,22.9,6.5,10.9,0.598,0.4,0.9,0.394,6.1,9.9,0.618,0.615,3.9,4.8,0.805,2.1,5.2,7.3,1.4,0.6,0.6,1.6,2.9,17.3,,Gonzaga
2.0,Khalif Battle,G,35,31,26.8,4.2,9.5,0.44,1.7,4.8,0.347,2.5,4.8,0.533,0.527,3.5,3.8,0.932,0.4,3.3,3.7,1.5,1.1,0.1,1.5,2.2,13.6,,Gonzaga
3.0,Braden Huff,F,35,4,16.7,4.9,8.5,0.577,0.3,0.9,0.281,4.7,7.6,0.613,0.592,0.9,1.3,0.702,1.3,2.1,3.4,1.1,0.3,0.6,0.5,1.8,11.0,,Gonzaga
4.0,Nolan Hickman,G,35,34,29.7,4.0,8.3,0.478,2.2,4.9,0.445,1.8,3.4,0.525,0.61,0.8,0.8,0.931,0.5,1.9,2.4,2.3,1.0,0.3,0.9,1.2,10.9,,Gonzaga
5.0,Ryan Nembhard,G,35,35,35.1,3.8,8.5,0.446,1.1,2.7,0.404,2.7,5.8,0.465,0.51,1.9,2.5,0.77,0.3,2.7,3.0,9.8,1.7,0.1,2.5,1.6,10.5,,Gonzaga
6.0,Ben Gregg,F,35,20,19.9,3.3,5.8,0.571,0.5,2.0,0.271,2.8,3.8,0.729,0.618,1.9,2.5,0.791,1.9,3.0,4.9,1.3,0.7,0.4,0.6,1.7,9.1,,Gonzaga
7.0,Michael Ajayi,G,34,13,18.8,2.3,5.1,0.446,0.2,1.3,0.182,2.1,3.9,0.534,0.469,1.7,2.4,0.695,1.7,3.7,5.4,0.8,0.7,0.4,0.7,1.7,6.5,,Gonzaga
8.0,Dusty Stromer,G,34,1,17.5,1.5,3.7,0.4,0.8,2.3,0.342,0.7,1.4,0.5,0.508,0.6,0.7,0.792,0.3,1.8,2.1,0.7,0.6,0.2,0.6,1.4,4.3,,Gonzaga
9.0,Ismaila Diagne,C,10,0,6.6,1.2,1.5,0.8,0.0,0.0,,1.2,1.5,0.8,0.8,1.0,1.2,0.833,0.6,1.2,1.8,0.0,0.5,0.4,0.7,1.7,3.4,,Gonzaga
10.0,Emmanuel Innocenti,F,31,3,12.1,0.6,1.9,0.345,0.3,1.1,0.294,0.3,0.8,0.417,0.431,0.1,0.1,0.5,0.5,1.4,1.9,1.0,0.6,0.2,0.2,1.5,1.7,,Gonzaga
11.0,Jun Seok Yeo,F,14,0,4.1,0.6,1.4,0.474,0.2,0.8,0.273,0.4,0.6,0.75,0.553,0.1,0.4,0.4,0.1,0.4,0.6,0.1,0.1,0.1,0.1,0.8,1.6,,Gonzaga
12.0,Joaquim ArauzMoore,G,4,0,2.5,0.5,1.5,0.333,0.3,0.8,0.333,0.3,0.8,0.333,0.417,0.0,0.0,,0.5,0.5,1.0,0.0,0.3,0.0,0.0,0.0,1.3,,Gonzaga
13.0,Joe Few,G,14,1,2.6,0.2,0.7,0.3,0.0,0.1,0.0,0.2,0.6,0.375,0.3,0.1,0.1,1.0,0.1,0.1,0.3,0.2,0.1,0.0,0.2,0.5,0.5,,Gonzaga
14.0,Noah Haaland,F,3,0,3.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.0,,Gonzaga
,Team Totals,,35,35,202.1,31.7,63.2,0.501,7.5,21.2,0.354,24.1,42.0,0.575,0.56,15.6,19.4,0.804,11.0,27.3,38.3,19.7,7.5,3.0,9.5,16.8,86.4,,Gonzaga
1.0,Tyon Grant-Foster,G,26,17,27.5,4.5,11.4,0.399,0.9,3.8,0.232,3.7,7.6,0.482,0.438,4.9,7.1,0.686,1.0,4.8,5.9,2.1,1.7,1.5,2.7,1.8,14.8,,Grand Canyon
2.0,JaKobe Coles,F,34,34,28.4,5.4,10.6,0.515,0.8,2.7,0.293,4.6,7.9,0.592,0.553,2.8,3.6,0.77,1.2,4.5,5.7,2.1,1.1,0.9,1.6,2.5,14.4,,Grand Canyon
3.0,Rayshon Harrison,G,34,34,31.6,3.7,9.2,0.401,1.1,3.5,0.331,2.5,5.7,0.443,0.463,3.0,3.4,0.878,0.6,2.1,2.7,2.9,1.1,0.2,1.7,1.7,11.5,,Grand Canyon
4.0,Duke Brennan,F,30,30,26.6,4.1,6.3,0.646,0.0,0.0,0.0,4.1,6.3,0.649,0.646,2.3,3.5,0.654,3.4,5.8,9.2,0.5,0.8,0.4,1.2,2.5,10.4,,Grand Canyon
5.0,Makaih Williams,G,34,20,24.3,2.4,6.5,0.367,0.7,2.7,0.25,1.7,3.8,0.45,0.419,2.7,3.6,0.769,0.7,1.6,2.3,2.4,1.2,0.2,2.1,2.8,8.2,,Grand Canyon
6.0,Lok Wur,F,34,4,21.7,2.8,6.4,0.44,1.1,3.0,0.356,1.7,3.4,0.513,0.523,1.3,1.8,0.733,1.4,2.4,3.8,0.7,1.1,1.2,1.0,2.1,7.9,,Grand Canyon
7.0,Collin Moore,G,33,28,25.5,2.4,5.6,0.432,1.0,2.8,0.362,1.4,2.8,0.505,0.524,1.7,2.4,0.713,0.7,2.6,3.4,2.0,1.8,0.9,1.5,2.5,7.6,,Grand Canyon
8.0,Caleb Shaw,G,32,3,16.9,2.1,4.4,0.479,0.8,1.9,0.426,1.3,2.5,0.519,0.571,1.1,1.7,0.679,0.8,1.6,2.5,0.9,0.5,0.1,1.0,1.4,6.1,,Grand Canyon
9.0,Sammie Yeanay,F,5,0,5.6,1.2,2.0,0.6,0.2,0.4,0.5,1.0,1.6,0.625,0.65,0.0,0.4,0.0,0.6,0.8,1.4,0.0,0.2,0.2,0.6,0.8,2.6,,Grand Canyon
10.0,Styles Phipps,G,20,0,7.9,0.7,1.6,0.452,0.1,0.4,0.143,0.7,1.2,0.542,0.468,0.6,1.0,0.6,0.3,1.0,1.2,1.1,0.8,0.0,0.7,1.0,2.1,,Grand Canyon
11.0,Austin Maurer,C,20,0,4.1,0.4,0.8,0.5,0.0,0.3,0.0,0.4,0.5,0.8,0.5,0.2,0.2,0.75,0.4,0.4,0.8,0.2,0.1,0.2,0.1,0.5,1.0,,Grand Canyon
12.0,Traivar Jackson,F,11,0,3.5,0.3,0.6,0.429,0.0,0.1,0.0,0.3,0.5,0.5,0.429,0.3,0.5,0.6,0.3,0.3,0.5,0.2,0.1,0.1,0.0,0.1,0.8,,Grand Canyon
13.0,Jason Amador,G,12,0,1.8,0.2,0.5,0.333,0.1,0.3,0.333,0.1,0.3,0.333,0.417,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,,Grand Canyon
,Team Totals,,34,34,200.7,26.6,58.5,0.456,6.2,19.9,0.312,20.4,38.6,0.53,0.509,18.8,25.7,0.731,11.2,26.0,37.2,13.8,9.2,5.1,13.2,17.5,78.3,,Grand Canyon
1.0,Kezza Giffa,G,34,34,28.1,4.4,10.0,0.44,1.2,3.8,0.313,3.2,6.2,0.517,0.499,4.7,5.5,0.851,0.4,2.1,2.5,2.5,0.4,0.0,1.7,2.0,14.6,,High Point
2.0,D'maurian Williams,G,32,32,26.7,4.5,9.5,0.472,1.4,3.5,0.405,3.1,6.0,0.51,0.546,3.1,3.8,0.82,0.8,2.5,3.3,2.3,0.8,0.1,1.3,1.8,13.5,,High Point
3.0,Kimani Hamilton,F,35,35,24.2,4.5,8.7,0.52,0.8,2.5,0.322,3.7,6.3,0.598,0.565,3.2,4.4,0.723,1.9,2.7,4.6,2.2,1.0,0.4,1.8,2.9,13.1,,High Point
4.0,Bobby Pettiford,G,30,0,21.5,3.5,6.1,0.582,0.3,0.7,0.4,3.3,5.4,0.605,0.604,1.4,1.7,0.86,0.4,2.1,2.5,3.4,1.0,0.0,1.3,1.6,8.8,,High Point
5.0,Chase Johnston,G,35,34,22.0,2.4,5.6,0.426,2.0,4.8,0.425,0.4,0.9,0.433,0.607,0.1,0.1,0.5,0.2,1.6,1.8,1.0,1.1,0.0,0.5,1.5,6.9,,High Point
6.0,Abdoulaye Thiam,G,35,4,13.9,2.2,4.5,0.497,0.7,2.1,0.333,1.5,2.3,0.646,0.576,0.8,1.0,0.829,0.1,1.1,1.3,0.4,0.3,0.0,0.6,0.7,6.0,,High Point
7.0,Simon Hildebrandt,F,25,0,13.4,1.9,4.1,0.466,0.8,2.2,0.339,1.2,1.9,0.617,0.558,0.9,1.2,0.742,0.8,2.2,3.0,0.4,0.2,0.2,1.0,2.4,5.5,,High Point
8.0,Juslin Bodo Bodo,F,35,35,21.7,2.1,3.3,0.643,0.0,0.0,,2.1,3.3,0.643,0.643,1.1,2.1,0.534,3.1,5.2,8.4,0.2,0.6,1.4,0.7,2.3,5.3,,High Point
9.0,Terry Anderson,F,26,0,13.2,1.7,3.2,0.536,0.3,0.8,0.35,1.5,2.5,0.594,0.577,0.8,1.4,0.583,1.1,1.7,2.8,0.9,0.5,0.1,0.8,0.8,4.5,,High Point
10.0,Trae Benham,G,35,1,15.3,1.3,3.3,0.412,1.1,2.8,0.374,0.3,0.4,0.667,0.575,0.5,0.6,0.8,0.7,1.7,2.5,0.3,0.3,0.1,0.3,1.4,4.2,,High Point
11.0,Josh Ibukunoluwa,F,25,0,9.5,1.3,2.3,0.579,0.0,0.2,0.167,1.3,2.0,0.627,0.588,0.4,0.6,0.733,0.8,1.9,2.7,0.4,0.3,0.5,0.3,1.6,3.1,,High Point
12.0,Ivan Matlekovic,F,5,0,6.0,1.2,1.6,0.75,0.0,0.0,,1.2,1.6,0.75,0.75,0.2,0.2,1.0,0.6,1.2,1.8,0.2,0.0,0.8,0.6,0.8,2.6,,High Point
13.0,Braden Hausen,F,7,0,8.1,0.7,1.6,0.455,0.6,1.1,0.5,0.1,0.4,0.333,0.636,0.6,0.7,0.8,0.0,0.3,0.3,0.6,0.0,0.3,0.4,1.0,2.6,,High Point
14.0,David Fonville,G,5,0,4.4,0.8,1.6,0.5,0.2,0.6,0.333,0.6,1.0,0.6,0.563,0.0,0.0,,0.0,0.4,0.4,0.2,0.4,0.0,0.0,0.2,1.8,,High Point
15.0,Titas Sargiunas,G,13,0,6.7,0.6,2.0,0.308,0.2,1.0,0.154,0.5,1.0,0.462,0.346,0.2,0.2,1.0,0.0,0.5,0.5,0.4,0.2,0.0,0.8,0.6,1.5,,High Point
16.0,Liam Carney,G,9,0,3.1,0.4,1.0,0.444,0.1,0.2,0.5,0.3,0.8,0.429,0.5,0.4,0.8,0.571,0.3,0.4,0.8,0.0,0.1,0.0,0.0,0.8,1.4,,High Point
17.0,Andrew Sineway,G,9,0,2.0,0.6,0.8,0.714,0.0,0.2,0.0,0.6,0.6,1.0,0.714,0.1,0.2,0.5,0.1,0.3,0.4,0.1,0.1,0.0,0.0,0.4,1.2,,High Point
18.0,Birgir Irving,F,9,0,1.7,0.2,0.6,0.4,0.1,0.1,1.0,0.1,0.4,0.25,0.5,0.0,0.0,,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.6,,High Point
,Team Totals,,35,35,200.7,28.6,58.0,0.492,8.3,22.8,0.363,20.3,35.2,0.576,0.564,16.2,21.3,0.761,11.1,24.9,36.1,13.0,6.1,2.9,10.4,18.1,81.7,,High Point
1.0,LJ Cryer,G,40,40,32.7,5.2,12.5,0.411,3.1,7.3,0.424,2.1,5.3,0.393,0.534,2.4,2.6,0.895,0.4,2.0,2.4,2.0,0.9,0.1,1.1,1.4,15.7,"AP-AA-3,NABC-AA-3,SN-AA-3,USBWA-AA-3,W-AA-1",Houston
2.0,Emanuel Sharp,G,37,36,27.3,3.7,8.9,0.418,2.4,5.8,0.407,1.4,3.1,0.44,0.55,2.8,3.3,0.868,0.5,2.5,3.0,0.8,1.4,0.0,0.8,2.3,12.6,,Houston
3.0,Milos Uzan,G,40,40,31.5,4.3,9.6,0.453,1.6,3.6,0.428,2.8,5.9,0.468,0.534,1.2,1.5,0.783,0.4,2.7,3.1,4.3,0.9,0.1,1.4,2.0,11.4,,Houston
4.0,J'Wan Roberts,F,37,37,30.3,4.4,9.1,0.49,0.0,0.0,,4.4,9.1,0.49,0.49,1.8,2.8,0.625,2.6,3.9,6.5,1.8,1.0,0.7,1.6,1.9,10.6,,Houston
5.0,Terrance Arceneaux,G,40,6,20.3,2.5,5.5,0.443,0.7,2.1,0.337,1.8,3.5,0.507,0.507,0.9,1.2,0.729,1.0,1.8,2.7,0.7,0.9,0.3,0.7,1.2,6.5,,Houston
6.0,Mylik Wilson,G,40,1,17.5,2.4,5.4,0.435,0.4,1.0,0.359,2.0,4.4,0.452,0.468,0.6,0.8,0.71,1.1,2.9,4.0,1.4,1.2,0.3,0.8,1.4,5.6,,Houston
7.0,Joseph Tugler,F,40,33,21.7,2.3,4.3,0.523,0.1,0.3,0.273,2.2,4.0,0.54,0.532,0.9,1.6,0.538,2.7,3.2,5.9,0.9,1.0,1.9,1.0,3.1,5.5,,Houston
8.0,Ja'Vier Francis,F,38,7,15.7,1.9,3.2,0.608,0.0,0.0,0.0,1.9,3.1,0.613,0.608,1.3,1.8,0.721,1.9,2.4,4.4,0.2,0.4,1.0,0.9,2.2,5.1,,Houston
9.0,Mercy Miller,G,22,0,8.6,0.7,2.9,0.254,0.2,1.3,0.179,0.5,1.6,0.314,0.294,1.0,1.5,0.719,0.5,1.5,1.9,0.4,0.3,0.1,0.4,0.9,2.7,,Houston
10.0,Ramon Walker Jr.,G,8,0,11.5,0.8,1.5,0.5,0.3,0.5,0.5,0.5,1.0,0.5,0.583,0.3,0.4,0.667,0.8,1.6,2.4,0.0,0.3,0.3,0.1,0.6,2.0,,Houston
11.0,Kordelius Jefferson,G,16,0,3.7,0.4,1.3,0.333,0.1,0.8,0.154,0.3,0.5,0.625,0.381,0.0,0.1,0.0,0.0,0.2,0.2,0.0,0.1,0.1,0.2,0.6,1.0,,Houston
12.0,Cedric Lath,C,20,0,5.6,0.3,0.6,0.455,0.0,0.0,,0.3,0.6,0.455,0.455,0.2,0.6,0.273,1.0,0.3,1.3,0.1,0.1,0.3,0.2,1.0,0.7,,Houston
,Team Totals,,40,40,203.1,26.8,59.6,0.449,8.2,20.7,0.394,18.6,38.9,0.478,0.517,12.0,16.2,0.74,12.8,24.1,36.9,12.1,7.8,4.6,9.0,16.3,73.7,,Houston
1.0,Kasparas Jakucionis,G,33,33,31.8,4.5,10.3,0.44,1.6,5.2,0.318,2.9,5.1,0.562,0.519,4.3,5.1,0.845,1.4,4.3,5.7,4.7,0.9,0.3,3.7,2.7,15.0,,Illinois
2.0,Tomislav Ivisic,C,32,31,26.8,4.9,9.9,0.492,1.7,4.8,0.357,3.2,5.1,0.62,0.579,1.5,2.0,0.75,1.8,5.9,7.7,2.3,0.6,1.2,1.6,2.4,13.0,,Illinois
3.0,Will Riley,F,35,9,25.7,4.4,10.3,0.432,1.3,4.1,0.326,3.1,6.1,0.502,0.497,2.4,3.3,0.724,1.2,2.9,4.1,2.2,0.3,0.3,1.2,1.2,12.6,,Illinois
4.0,Kylan Boswell,G,35,34,31.0,4.0,9.4,0.427,1.0,4.1,0.245,3.0,5.3,0.567,0.48,3.2,4.1,0.79,1.3,3.5,4.8,3.4,1.1,0.3,2.1,1.8,12.3,,Illinois
5.0,Tre White,G,32,31,23.3,3.6,7.0,0.507,0.7,2.2,0.329,2.8,4.8,0.587,0.558,2.6,3.2,0.824,1.4,4.0,5.5,0.8,0.4,0.4,1.0,2.0,10.5,,Illinois
6.0,Ben Humrichous,F,35,26,25.9,2.6,6.9,0.375,1.8,5.2,0.343,0.8,1.7,0.475,0.504,0.7,1.0,0.706,1.2,2.7,3.8,0.9,0.5,0.7,0.5,1.5,7.6,,Illinois
7.0,Morez Johnson Jr.,F,30,8,17.6,2.6,4.0,0.642,0.0,0.0,,2.6,4.0,0.642,0.642,1.8,3.0,0.618,2.7,3.9,6.7,0.3,0.4,1.1,0.8,2.5,7.0,,Illinois
8.0,Dra Gibbs-Lawhorn,G,35,2,14.9,2.2,5.0,0.443,0.7,2.8,0.255,1.5,2.2,0.684,0.514,0.8,1.0,0.806,0.7,0.8,1.6,0.5,0.3,0.1,0.7,1.6,5.9,,Illinois
9.0,Jake Davis,F,32,1,9.4,1.1,2.7,0.412,0.7,2.0,0.344,0.4,0.7,0.619,0.541,0.1,0.2,0.5,0.5,0.9,1.4,0.3,0.0,0.2,0.3,1.2,3.0,,Illinois
10.0,Carey Booth,F,21,0,5.1,0.4,1.6,0.273,0.3,1.2,0.24,0.1,0.4,0.375,0.364,0.1,0.2,0.5,0.1,0.9,1.0,0.0,0.0,0.2,0.3,0.5,1.2,,Illinois
11.0,Keaton Kutcher,G,13,0,1.7,0.2,0.5,0.333,0.1,0.4,0.2,0.1,0.1,1.0,0.417,0.0,0.0,,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.1,0.4,,Illinois
12.0,AJ Redd,G,14,0,2.0,0.1,0.4,0.2,0.0,0.0,,0.1,0.4,0.2,0.2,0.1,0.4,0.167,0.1,0.4,0.6,0.1,0.1,0.1,0.1,0.1,0.2,,Illinois
,Team Totals,,35,35,201.6,28.7,63.8,0.451,9.4,30.1,0.313,19.3,33.7,0.573,0.524,16.7,21.9,0.762,12.9,29.7,42.6,14.9,4.3,4.2,11.7,16.2,83.6,,Illinois
1.0,Curtis Jones,G,34,9,30.5,5.8,13.5,0.43,2.6,6.9,0.374,3.2,6.6,0.489,0.526,3.2,3.8,0.845,0.4,3.8,4.2,2.3,1.1,0.2,1.4,1.6,17.4,,Iowa State
2.0,Keshon Gilbert,G,29,28,31.6,4.8,9.8,0.484,0.9,2.7,0.333,3.9,7.1,0.541,0.53,3.0,4.1,0.729,0.6,2.9,3.5,4.1,1.7,0.1,3.2,1.7,13.4,,Iowa State
3.0,Joshua Jefferson,F,35,35,29.6,4.5,8.7,0.52,0.5,1.7,0.31,4.0,7.1,0.569,0.549,3.4,4.5,0.756,1.9,5.5,7.4,3.1,2.1,0.7,2.3,2.2,13.0,,Iowa State
4.0,Milan Momcilovic,F,28,27,27.5,4.0,9.3,0.429,2.3,5.7,0.396,1.7,3.6,0.48,0.55,1.3,1.5,0.837,0.4,2.9,3.3,0.9,0.4,0.3,0.9,1.7,11.5,,Iowa State
5.0,Tamin Lipsey,G,34,34,31.0,3.6,7.5,0.484,1.1,3.5,0.331,2.5,4.1,0.616,0.561,2.2,2.9,0.758,0.9,1.7,2.6,3.1,2.0,0.2,1.6,1.7,10.6,,Iowa State
6.0,Dishon Jackson,C,35,33,18.7,2.9,5.0,0.58,0.0,0.0,0.0,2.9,4.9,0.584,0.58,2.7,3.8,0.72,2.0,3.1,5.1,0.6,0.5,1.1,1.1,2.6,8.5,,Iowa State
7.0,Nate Heise,G,35,7,21.7,2.0,3.7,0.531,0.8,1.9,0.409,1.2,1.8,0.656,0.635,0.4,0.7,0.609,0.7,2.6,3.2,1.0,1.3,0.1,0.8,2.0,5.1,,Iowa State
8.0,Brandton Chatfield,F,35,2,14.4,1.6,2.5,0.618,0.0,0.1,0.0,1.6,2.5,0.632,0.618,0.7,1.0,0.706,1.7,1.4,3.1,0.3,0.3,0.5,0.5,2.1,3.8,,Iowa State
9.0,Nojus Indrusaitis,G,15,0,5.7,0.7,2.0,0.333,0.1,0.9,0.143,0.5,1.1,0.5,0.367,0.6,1.1,0.529,0.0,0.4,0.4,0.3,0.1,0.0,0.4,0.9,2.1,,Iowa State
10.0,Demarion Watson,G,18,0,8.8,0.5,1.4,0.36,0.2,0.6,0.273,0.3,0.8,0.429,0.42,0.7,0.8,0.8,0.8,1.4,2.3,0.2,0.3,0.6,0.3,1.0,1.8,,Iowa State
11.0,Cade Kelderman,G,15,0,5.4,0.3,0.7,0.364,0.1,0.4,0.333,0.1,0.3,0.4,0.455,0.0,0.1,0.0,0.1,0.1,0.3,0.7,0.4,0.0,0.3,0.8,0.7,,Iowa State
12.0,JT Rock,C,9,0,2.3,0.3,0.6,0.6,0.0,0.0,,0.3,0.6,0.6,0.6,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.1,0.1,0.1,0.7,,Iowa State
13.0,Kayden Fish,F,9,0,2.3,0.2,0.6,0.4,0.0,0.0,,0.2,0.6,0.4,0.4,0.2,0.3,0.667,0.1,0.2,0.3,0.0,0.1,0.1,0.3,0.1,0.7,,Iowa State
14.0,Conrad Hawley,F,2,0,1.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Iowa State
,Team Totals,,35,35,202.9,28.1,58.1,0.483,7.7,21.4,0.358,20.4,36.7,0.555,0.549,16.6,22.0,0.753,10.3,25.1,35.4,15.0,9.3,3.4,12.0,16.2,80.3,,Iowa State
1.0,Hunter Dickinson,C,34,34,30.1,7.1,13.5,0.526,0.5,1.7,0.276,6.6,11.8,0.562,0.543,2.7,3.6,0.748,2.8,7.2,10.0,2.1,1.0,1.3,2.2,2.2,17.4,"AP-AA-3,USBWA-AA-3",Kansas
2.0,Zeke Mayo,G,34,32,31.7,4.9,11.1,0.447,2.6,6.2,0.422,2.3,4.9,0.479,0.565,2.1,2.5,0.833,0.3,4.5,4.8,2.9,0.7,0.1,2.5,1.1,14.6,,Kansas
3.0,KJ Adams Jr.,F,31,29,30.0,3.7,6.9,0.54,0.0,0.0,,3.7,6.9,0.54,0.54,1.9,2.6,0.725,2.3,2.7,5.0,2.5,0.9,0.8,1.0,2.5,9.4,,Kansas
4.0,Dajuan Harris Jr.,G,33,33,32.4,3.6,8.2,0.439,0.8,2.5,0.321,2.8,5.7,0.492,0.489,1.1,1.5,0.725,0.6,2.4,3.0,5.7,1.4,0.4,1.8,1.5,9.2,,Kansas
5.0,Rylan Griffen,G,33,20,20.2,2.1,5.7,0.372,1.2,3.7,0.336,0.9,2.0,0.439,0.481,0.8,1.2,0.675,0.5,1.6,2.1,1.4,0.3,0.3,0.9,1.5,6.3,,Kansas
6.0,AJ Storr,G,34,4,15.7,2.2,5.8,0.384,0.7,2.3,0.291,1.6,3.5,0.445,0.442,0.9,1.4,0.681,0.4,1.3,1.7,0.7,0.3,0.1,0.9,1.6,6.1,,Kansas
7.0,Flory Bidunga,F,34,6,16.3,2.6,3.7,0.698,0.0,0.0,,2.6,3.7,0.698,0.698,0.7,1.3,0.533,1.8,3.6,5.4,0.3,0.6,1.6,0.8,2.2,5.9,,Kansas
8.0,David Coit,G,34,3,15.5,1.7,4.6,0.378,1.4,3.5,0.387,0.4,1.1,0.351,0.526,0.3,0.4,0.75,0.1,1.4,1.5,1.3,0.5,0.0,0.5,0.9,5.1,,Kansas
9.0,Shakeel Moore,G,20,9,13.9,1.4,2.9,0.474,0.4,1.1,0.333,1.0,1.8,0.556,0.535,0.6,0.9,0.647,0.3,1.4,1.7,1.4,0.6,0.2,1.0,0.7,3.6,,Kansas
10.0,Wilder Evers,G,6,0,2.5,0.7,0.8,0.8,0.3,0.5,0.667,0.3,0.3,1.0,1.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.2,0.0,0.0,0.3,1.7,,Kansas
11.0,Zach Clemence,F,8,0,5.3,0.5,1.1,0.444,0.0,0.3,0.0,0.5,0.9,0.571,0.444,0.4,0.6,0.6,0.8,0.6,1.4,0.4,0.6,0.1,0.4,1.0,1.4,,Kansas
12.0,Dillon Wilhite,F,5,0,2.8,0.6,0.6,1.0,0.0,0.0,,0.6,0.6,1.0,1.0,0.0,0.0,,0.2,0.2,0.4,0.0,0.2,0.0,0.2,0.2,1.2,,Kansas
13.0,Justin Cross,G,4,0,2.0,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,,0.0,0.5,0.5,0.3,0.3,0.5,0.0,0.3,1.0,,Kansas
14.0,Rakease Passmore,G,23,0,5.0,0.3,0.9,0.286,0.1,0.4,0.222,0.2,0.5,0.333,0.333,0.1,0.3,0.429,0.2,0.4,0.6,0.3,0.2,0.0,0.6,0.6,0.7,,Kansas
15.0,Patrick Cassidy,G,5,0,2.4,0.0,1.2,0.0,0.0,1.2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.4,0.0,,Kansas
16.0,Will Thengvall,G,3,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,,Kansas
,Team Totals,,34,34,202.2,28.9,61.6,0.47,7.4,21.0,0.354,21.5,40.6,0.53,0.531,10.8,15.0,0.716,10.6,28.0,38.5,17.7,6.2,4.7,11.8,14.3,76.1,,Kansas
1.0,Otega Oweh,G,36,36,28.3,5.7,11.5,0.492,0.8,2.1,0.355,4.9,9.4,0.522,0.524,4.1,5.3,0.776,1.0,3.7,4.7,1.7,1.6,0.5,1.5,2.6,16.2,,Kentucky
2.0,Jaxson Robinson,G,24,24,28.1,4.6,10.7,0.432,2.6,6.9,0.376,2.0,3.8,0.533,0.553,1.2,1.6,0.763,0.6,2.9,3.5,1.7,0.6,0.5,0.9,1.9,13.0,,Kentucky
3.0,Koby Brea,G,36,16,28.1,4.1,8.7,0.47,2.6,5.9,0.435,1.5,2.8,0.545,0.618,0.9,1.0,0.914,0.3,2.9,3.2,1.3,0.5,0.3,0.5,1.3,11.6,,Kentucky
4.0,Lamont Butler,G,27,27,26.0,3.9,7.7,0.498,1.0,2.6,0.391,2.9,5.2,0.55,0.562,2.7,3.6,0.735,0.8,2.0,2.9,4.3,1.6,0.2,2.0,2.5,11.4,,Kentucky
5.0,Amari Williams,F,36,36,22.8,3.8,6.8,0.561,0.0,0.1,0.25,3.8,6.7,0.566,0.563,3.2,5.1,0.623,2.1,6.4,8.5,3.2,0.6,1.2,2.3,2.2,10.9,,Kentucky
6.0,Andrew Carr,F,35,29,24.0,3.7,6.8,0.544,0.7,2.0,0.324,3.0,4.7,0.639,0.593,2.3,3.1,0.748,1.4,3.3,4.7,1.7,0.7,0.7,0.9,2.0,10.3,,Kentucky
7.0,Brandon Garrison,C,35,0,17.3,2.4,4.8,0.509,0.3,1.1,0.3,2.1,3.6,0.575,0.545,0.7,1.2,0.535,1.1,2.7,3.9,1.9,0.9,0.6,1.2,2.0,5.9,,Kentucky
8.0,Ansley Almonor,F,36,7,14.2,1.7,3.4,0.504,1.1,2.6,0.424,0.6,0.8,0.759,0.665,0.8,0.9,0.906,0.6,1.0,1.6,0.5,0.2,0.1,0.2,1.1,5.3,,Kentucky
9.0,Kerr Kriisa,G,9,1,17.4,1.3,4.8,0.279,1.1,4.2,0.263,0.2,0.6,0.4,0.395,0.7,0.8,0.857,0.7,1.8,2.4,3.8,0.4,0.2,1.0,1.1,4.4,,Kentucky
10.0,Collin Chandler,G,30,0,10.4,0.9,2.4,0.361,0.6,1.6,0.347,0.3,0.8,0.391,0.479,0.4,0.5,0.867,0.2,0.8,1.0,0.7,0.7,0.1,0.9,1.3,2.7,,Kentucky
